#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
 23:40:48       0    113     72      -     96     16      0      0      -      -   3615   1531  11179      2      0 
 23:40:48       1    140     71      -     96     16      0      0      -      -   3615   1531  11179      2      0 
 23:40:48       2    136     70      -     94     14      0      0      -      -   3615   1531  11179      2      0 
 23:40:48       3    116     66      -     93     15      0      0      -      -   3615   1531  11179      2      0 
 23:41:18       0    146     71      -     96     15      0      0      -      -   3615   1531  11179      2      0 
 23:41:18       1    158     70      -     96     14      0      0      -      -   3615   1531  11179      2      0 
 23:41:18       2    164     69      -     94     14      0      0      -      -   3615   1531  11179      2      0 
 23:41:18       3    161     65      -     94     14      0      0      -      -   3615   1531  11179      2      0 
 23:41:48       0    176     71      -     96     15      0      0      -      -   3615   1531  11179      2      0 
 23:41:48       1    182     70      -     96     14      0      0      -      -   3615   1531  11179      2      0 
 23:41:48       2    181     69      -     94     14      0      0      -      -   3615   1531  11179      2      0 
 23:41:48       3    175     65      -     94     14      0      0      -      -   3615   1531  11179      2      0 
 23:42:18       0    177     71      -     96     14      0      0      -      -   3615   1531  11179      2      0 
 23:42:18       1    184     70      -     96     14      0      0      -      -   3615   1531  11179      2      0 
 23:42:18       2    182     69      -     94     14      0      0      -      -   3615   1531  11179      2      0 
 23:42:18       3    179     65      -     94     14      0      0      -      -   3615   1531  11179      2      0 
 23:42:48       0    129     72      -     96     14      0      0      -      -   3615   1531  11179      2      0 
 23:42:48       1    153     70      -     96     14      0      0      -      -   3615   1531  11179      2      0 
 23:42:48       2    146     69      -     94     14      0      0      -      -   3615   1531  11179      2      0 
 23:42:48       3    121     65      -     94     14      0      0      -      -   3615   1531  11179      2      0 
 23:43:18       0    177     71      -     96     14      0      0      -      -   3615   1531  11179      2      0 
 23:43:18       1    182     70      -     96     14      0      0      -      -   3615   1531  11179      2      0 
 23:43:18       2    182     69      -     94     14      0      0      -      -   3615   1531  11179      2      0 
 23:43:18       3    178     65      -     94     14      0      0      -      -   3615   1531  11179      2      0 
 23:43:48       0    128     72      -     96     14      0      0      -      -   3615   1531  11179      2      0 
 23:43:48       1    134     70      -     97     13      0      0      -      -   3615   1531  11179      2      0 
 23:43:48       2    121     69      -     94     14      0      0      -      -   3615   1531  11179      2      0 
 23:43:48       3    116     65      -     94     13      0      0      -      -   3615   1531  11179      2      0 
 23:44:19       0    135     71      -     96     14      0      0      -      -   3615   1531  11179      2      0 
 23:44:19       1    142     70      -     97     13      0      0      -      -   3615   1531  11179      2      0 
 23:44:19       2    128     69      -     95     13      0      0      -      -   3615   1531  11179      2      0 
 23:44:19       3    122     65      -     93     14      0      0      -      -   3615   1531  11179      2      0 
 23:44:49       0    180     71      -     97     13      0      0      -      -   3615   1531  11191      2      0 
 23:44:49       1    185     69      -     97     13      0      0      -      -   3615   1531  11191      2      0 
 23:44:49       2    182     68      -     95     12      0      0      -      -   3615   1531  11191      2      0 
 23:44:49       3    176     65      -     94     14      0      0      -      -   3615   1531  11191      2      0 
 23:45:19       0    114     68      -     94     22      0      0      -      -   3615   1531  11191      2      0 
 23:45:19       1    126     67      -     93     21      0      0      -      -   3615   1531  11191      2      0 
 23:45:19       2    123     66      -     89     22      0      0      -      -   3615   1531  11191      2      0 
 23:45:19       3    105     62      -     89     22      0      0      -      -   3615   1531  11191      2      0 
 23:45:49       0    124     67      -     94     21      0      0      -      -   3615   1531  11191      2      0 
